position,company,description,numreview,location,city
HIM Coding Specialist I,NYU Langone Health,"NYU Langone Health is a world-class, patient-centered, integrated academic medical center, known for its excellence in clinical care, research, and education. It comprises more than 200 locations throughout the New York area, including five inpatient locations , a children's hospital , three emergency rooms and a level 1 trauma center. Also part of NYU Langone Health is the Laura and Isaac Perlmutter Cancer Center , a National Cancer Institute¬ødesignated cancer center, and NYU School of Medicine , which since 1841 has trained thousands of physicians and scientists who have helped to shape the course of medical history. For more information, go to nyulangone.org , and interact with us on Facebook , Twitter , YouTube and Instagram .
We have an exciting opportunity to join our team as a HIM Coding Specialist I.

Position Summary:
This position is responsible for analyzing, collecting, classifying, coding and reporting medical record data according to ICD-9-CM/CPT-4 methodology to meet Medical Center, Financial, Third Party Payer, Federal, and State regulatory standards.

Job Responsibilities:
Reviews and analyzes inpatient medical record documents and the patients' visit. Abstracts pertinent clinical information (i.e. diagnostic and procedural information) and other related patients and physicians data needed for statistical information. Determines appropriate sequencing of clinical data in accordance with Federal and State Diagnostic Related Groupings(DRGs) and classification guidelines, APCs, UHDDS and departmental guidelines. Codes clinical information in accordance with ICD-9-CM/CPT-4 methodology.
Reviews and analyzes outpatient medical record documents and the patients' visit. Abstracts pertinent clinical information (i.e. diagnostic and procedural information) and other related patient and physician data needed for statistical information. Determines appropriate sequencing of clinical data in accordance with Federal, State and departmental guidelines. Codes clinical information in accordance withICD-9-CM/CPT-4 methodology for patient reporting.
Adheres to the policies and procedures of the Medical Center and department concerning safety, rules of conduct, etc. as outlined in the Employee Staff Handbook. Attends all required HIPAA-related training and adheres to the policies and procedures of the Medical Center and department concerning HIPAA regulations. Attends Deaf and Hard of Hearing Training and adheres to the policies and procedures of the Medical Center and department as they relate to the Deaf and Hard of Hearing.

Minimum Qualifications:
Must have a bachelor's degree.
Demonstrated proficiency in medical record analysis and ICD-9-CM/CPT-4 coding methodology.
Successful completion of an accredited coding program.

Preferred Qualifications:
CCA certification.
Qualified candidates must be able to effectively communicate with all levels of the organization.

NYU Langone Health provides its staff with far more than just a place to work. Rather, we are an institution you can be proud of, an institution where you'll feel good about devoting your time and your talents.

NYU Langone Health is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sex, sexual orientation, transgender status, gender dysphoria, national origin, age, religion, disability, military and veteran status, marital or parental status, citizenship status, genetic information or any other factor which cannot lawfully be used as a basis for an employment decision.
We require applications to be completed online.
If you wish to view NYU Langone Health's EEO policies, please click here . Please click here to view the Federal ""EEO is the law"" poster or visit https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm for more information.",705 reviews,"New York, NY 10016 ",New York
Research Coordinator,Weill Cornell Medicine,"Under direction, monitors all data management, regulatory and financial aspects of clinical trial operations. This role also coordinates special research projects, prepares internal board protocols for clinical research, assists in the design of evaluation tools/instruments and coordinates budgets.



Job Responsibilities

Develops and implements practices to ensure research efficiency by routinely analyzing and evaluating workflow.
Coordinates the collection, compilation, documentation and analysis of clinical research data from various clinical sites. Assists in the determination of guidelines for the collection of clinical data and or administration of clinical studies.
Ensures compliance of general and study specific regulatory related processes with SOPs, FDA, NIH, and applicable regulations for the reporting of events to regulatory agencies.
Develops regulatory reports and associated documentation in accordance with SOPs and study specific processes.
Prepares study related budgets for granting agencies. Negotiates study related budgets with various sites, departments and sponsors.
Researches and develops the recruitment strategies. Employs modeling and simulation tools to understand the current and projected outcome of recruitment techniques. Monitors and evaluates the success of varying subject recruitment techniques.
Participates in protocol development as it relates to patient recruitment. Assesses, analyzes, prepares and submits departmental protocols to various places as it relates to subject recruitment and retention.
Performs monitoring visits: pre-study, initiation, routine monitoring and closeout visits.
Works closely with sponsor, site and study personnel on relevant regulatory issues. Develops policies and procedures pertaining to regulatory and monitoring processes. Leads regulatory educational training events for personnel at various sites.
Maintains inventory of supplies, equipment and/or reagents. May order supplies/equipment/reagents as authorized or ensure that needs are escalated appropriately. Receives supply orders and confirms accuracy of delivery. May assist with cost control.


Education

Bachelor's Degree in related field


Experience

Approximately 2 years of experience in health-related role, in clinical or research setting


Knowledge, Skills and Abilities

Experience with conducting and carrying out protocols and research coordination.
Familiarity with IRB interaction, regulatory policies, database input and report generation.
Research experience in an academic health center with exposure to a team research environment at all levels (senior investigators, nurses, research coordinators, lab technicians).


Licenses and Certifications



Working Conditions/Physical Demands

Standard office work





Weill Cornell Medicine is a comprehensive academic medical center that's committed to excellence in patient care, scientific discovery, and the education of future physicians in New York City and around the world. Our doctors and scientists-faculty from Weill Cornell Medical College, Weill Cornell Graduate School of Medical Sciences, and the Weill Cornell Physician Organization-are engaged in world-class clinical care and cutting-edge research that connect patients to the latest treatment innovations and prevention strategies. Located in the heart of the Upper East Side's scientific corridor, Weill Cornell Medicine's powerful network of collaborators extends to its parent university Cornell University; to Qatar, where an international campus offers a U.S. medical degree; and to programs in Tanzania, Haiti, Brazil, Austria and Turkey. Our medical practices serve communities throughout New York City, and our faculty provide comprehensive care at NewYork-Presbyterian Hospital/Weill Cornell Medical Center, NewYork-Presbyterian/Lower Manhattan Hospital, and NewYork-Presbyterian/Queens. At Weill Cornell Medicine, we work together to treat each individual, not just their conditions or illnesses, as we strive to deliver the finest possible care for our patients - the center of everything we do. Weill Cornell Medicine is an Equal Employment Opportunity/Minorities/Females/Vet/Disabled employer.",456 reviews,"New York, NY",New York
Sick of Rentals?,Empyreal Realty,"Sick of Rentals?We're a full-service boutique real estate company focusing on acquisitions, investment sales, residential sales, and rentals in NYC. We offer a fully staffed back/support office, custom live CRM platform, and in-house data-scientist. We are located in the heart of Brooklyn on Flatbush Ave in a luxury multi-floor office.What we provide:We work with Hundreds of investors including our own in-house investors so there is always something to sell. Tons of buyers without having to enrol or pay for premier services.Excellent support staff and training. WeÅEÄÅEll teach ",0 reviews,"Brooklyn, NY 11216 ",New York
Python Developer (Data),Explore Group Inc,"Do you fancy being part of a heavily funded start-up who are fixing healthcare, whilst allowing you to be at the forefront of technical innovation?We are empowering millions of Americans to have access to affordable healthcare. Our custom technology allows the population to save on their prescription and helps the poorest in society who are uninsured.What we offerBeing part of a vibrant start-up company and culture, who are literally saving lives!$160,000 - $210,000A handsome packageTech Stack: Python, Flask, Spark, AWS, Redshift, Data pipelineThe focus for this position will be software engineering (Python) the Data Platform. We are a small team delivering impactful data system. We capture and create formal funnels, with our goal to minimize the great disparities in the companyÅEÄÅEs data sets, making the data scientists job more productive.Requirements4+ years Python development experienceHaving an interest and ability of Data above the level of a regular developerYou are comfortable in a fast-paced, agile environmentLike to automate thingsYou understand Big Data principles, best practices and are genuinely interested in Big Data landscapeWe are an organization where engineer",0 reviews,"New York, NY",New York
Data Engineer,"Amplify Education, Inc.","A pioneer in K˚Ä˚ 12 education since 2000, Amplify is leading the way in next-generation curriculum and assessment. Our captivating core and supplemental programs in ELA, math, and science engage all students in rigorous learning and inspire them to think deeply, creatively, and for themselves. Our formative assessment products turn data into practical instructional support to help all students build a strong foundation in early reading and math. All of our programs provide teachers with powerful tools that help them understand and respond to the needs of every student. Today, Amplify serves more than three million students in all 50 states. For more information, visit amplify.com .
As an engineer at Amplify, you will join a talented team tackling the toughest problems in education with the best ideas in technology ˚Ä˚ including user experience, APIs and services, data analysis, and deployment pipelines. You˚Ä˚ll play an active role in imagining and improving product design and the classroom experience.

We hire engineers ˚Ä˚for the slope, not the intercept˚Ä˚ ˚Ä˚ we˚Ä˚re looking for intellectual ability, flexibility and ability to learn, and commitment to work together in tight-knit teams.

What You˚Ä˚ll Do
Our data team builds, augments, and maintains the infrastructure that empowers teams across Amplify and our customers to make sense of and tell stories with their data. We believe strongly in teaching our teammates to serve themselves, within a safe, reliable, and agile environment. You˚Ä˚ll be building data systems, but also the sharing-and-learning culture so that every team uses these tools to improve their own lives, and those of our students and teachers.

Impress the toughest customers around ˚Ä˚ seventh graders ˚Ä˚ by:
helping teams create fun, compelling apps by leveraging millions of data points
Make life better for passionate, overworked teachers by:
helping teachers understand their students by building reusable data pipelines
Make life better for passionate, overworked Marketing and Sales teams by:
using REST APIs for sourcing/sending data to SAAS like Salesforce, Hubspot
Help school administrators build great schools by:
respecting privacy and ensuring security while offering useful insights by making smart choices in tech stack, database design, and encryption
helping school principals understand how teachers are teaching and how students are learning by architecting data warehouse schemas and SQL transforms with just the right CTEs, window functions, and pivots
analyzing performance and squashing tricky bugs using tools like AWS Redshift, Matillion, Python, SQL, AWS CloudWatch, AWS SNS
Learn every day by:
immersing oneself in agile rituals and leveraging our infrastructure",5 reviews,"Brooklyn, NY",New York
SENIOR SCIENTIST - DEPARTMENT OF NEUROSCIENCES,Mount Sinai,"Strength Through Diversity
Ground breaking science. Advancing medicine. Healing made personal.

Senior Scientist 2316492

Roles & Responsibilities:
The Senior Scientist provides scientific and technical leadership in the management, design and execution of a clinical research program. With a broad range of skills and experience, this individual is a critical component of the Principle Investigator˚Ä˚s laboratory, demonstrating a capacity for collaboration and innovation with consistently high productivity.

Duties and Responsibilities:
The duties of the Senior Scientist will be to maintain a collection of brain specimen from these animal cohorts, prepare specific regions for histological analyses, perform immunohistochemistry, perform 3D cellular analyses following intracellular injection of dyes, assist in the multiplexing immunofluorescence pipeline and related analyses and perform the ultrastructural analyses.

The Senior Scientist will maintain the database and report data to the group and prepare manuscripts for publication.

Performs other related duties.

Requirements:
PhD or equivalent in Neuroscience or in a biological field with postdoctoral experience in neuroscience.
Knowledge of microscopy techniques and some experience in brain anatomy.


Strength Through Diversity

The Mount Sinai Health System believes that diversity is a driver for excellence. We share a common devotion to delivering exceptional patient care. Yet weÅEÄÅEre as diverse ","1,029 reviews","New York, NY",New York
POLICY and OPERSTIONS RESEARCH | ANALYST,OFFICE OF MANAGEMENT & BUDGET,"TASK FORCE: Policy and Operations ResearchUNIT: Social Services, Energy, and SustainabilityJOB TITLE: ONE (1) Analyst / Senior AnalystCONTROL CODE: POR-18-03SUMMARY: The Mayor?s Office of Management and Budget (OMB) is the City government's chief financial agency. OMB's staff of analysts and experts assembles and oversees the Mayor?s expense and capital budgets, which fund the services and activities of more than 70 City agencies. In addition, the agency is charged with evaluating the efficiency and cost-effectiveness of City services, economic and revenue forecasting, and implementing the City?s capital financing program.Within OMB, the Policy and Operations Research Task Force is primarily responsible for analyzing fiscal and economic implications of the City?s policy initiatives and evaluating City agencies? operations and programs, as well as conducting ad-hoc quantitative analysis. JOB DESCRIPTION: The duties of this position include the following: ? Apply economic and statistical techniques to develop, shape, and evaluate City policies.? Provide research and analytical support, data analysis, and draft documents and presentations related to the Task Force?s projects.? Work with large datasets and administrative data. ? Provide support to the Tax Policy, Forecasting, and Economic Analysis Task Force.? Manage projects from inception to final deliverables, with increasing autonomy according to placement title. ? Maintain excellent work relationships with other OMB task forces and City agencies.

Minimum Qual Requirements

1. A baccalaureate degree from an accredited college.

Preferred Skills

QUALIFICATIONS: ? Proficiency in economic, statistical, and econometric analysis and program evaluation.? Must possess knowledge of statistical software, (e.g., Stata, R, etc.) and strong computer technology skills and the ability to learn new technology quickly. ? Excellent quantitative, analytical, written, and oral communication skills.? Ability to process, analyze, and present information clearly and effectively.? Exceptional attention to detail, as well as organizational and research skills.? Collaborative and team-oriented and have the ability to work on different topics. ? Ability to work calmly and proficiently under pressure and to adhere to strict deadlines.? Must be able to work evenings and weekends as needed.

Additional Information

REQUIREMENTS: Analyst ($58,162+): Bachelor's degree in Business, Finance, Economics, Public Policy Analysis/Administration, or a subject related to the specific assignment and a minimum of two years responsible budgetary planning/management, financial analysis, public policy analysis/administration or a related field; or an awarded Master's degree in Financial Management, Business, Public Administration or a field related to the specific assignment.Senior Analyst ($65,433): Bachelor's degree and a minimum of three years of full-time experience in budgetary planning/management, financial analysis, public policy analysis or a related field, or an awarded Master's degree in Business, Public Policy Administration, Finance, Economics, or related field, and one year of relevant experience.

To Apply

For City employees, please go to Employee Self Service (ESS), click on Recruiting Activities > Careers, and search for the Job ID # indicated above. For all other applicants, please go to www.nyc.gov/careers and search for the Job ID # indicated above.-Or-If you don?t have access to a computer, please mail your resume indicating the Job ID # indicated above to: NYC Office of Management and Budget (OMB) Recruitment Office255 Greenwich Street - 8th FloorNew York, NY 10007The Mayor?s Office of Management and Budget and the City of New York are Equal Opportunity Employers.You must be a City resident within 90 days of the date of appointment and you must be legally eligible to work in the United States.SUBMISSION OF A RESUME IS NOT A GUARANTEE THAT YOU WILL RECEIVE AN INTERVIEW; ONLY THOSE CANDIDATES UNDER CONSIDERATION WILL BE CONTACTED.

Work Location

255 Greenwich Street

Residency Requirement

New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",7 reviews,"Manhattan, NY",New York
Machine Learning/NLP Engineer,Alpha,"Alpha is a venture-backed start-up based in New York, NY and our platform enables management teams to make data-driven decisions about users, products, and new markets.
At Alpha we are passionate about enabling teams to make data-driven decisions about users, products, and new markets. We believe the best path there involves more shots on goal ˚Ä˚ by vastly accelerating our clients˚Ä˚ abilities to learn we can help them build better products faster. We˚Ä˚re looking for a talented Machine Learning/NLP Engineer with a strong appreciation for simple, effective architecture and rapid experimentation. This position is full-time and on-site at our SoHo (NYC) office.
Responsibilities:

- Independently work on end-to-end development of NLP models to derive insights from text- Lead NLP projects and develop models in collaboration with team members
Mentor less experienced members of the teamWork with stakeholders to refine requirements and communicate progressWork with the team to develop a system for semantic search, entity recognition, knowledge graph creation, transcription, paraphrase detection, question answering etc.Train deep learning models with internal and external NLP datasetsDeploy models to production and monitor performanceDevelop original ideas to create cognitive systemsParticipate in internal and external forums
Requirements3+ years of NLP experienceMS in Computer Science with NLP specialization. PhD preferred
Helpful to have:
Extensive experience in applying different NLP techniques to problems such as sentence summarization, question answering, sentiment analysis, knowledge extraction and conversational botsExpertise in N",83 reviews,"Manhattan, NY",New York
Research Associate,Oscar Insurance,"Health care is big and complicated. At Oscar, we have the privileged position of touching many parts of the system and getting access to the associated data. The Risk team analyzes this data to better understand and modify Oscar˚Ä˚s health care costs and deploy programs and tools. You˚Ä˚ll work alongside data scientists and statisticians, and with other teams on projects across the company.

Responsibilities:
We˚Ä˚ll throw you in the deep end, expect you to understand complexity, distill it, explain it and drive improvements across the business. Some of the questions we tackle include:


How do we identify high quality doctors and medical providers?
How do we intelligently and creatively support our sickest members?
Can we make sure people are matched with the right level of care when they need it?
What medical services are worth reviewing or getting a second opinion on?
How can we figure out what someone is sick with when data is incomplete?

About you:
Outstanding structured and critical thinking


A passion for understanding complex issues with a data driven approach
A technical bent and the ability to use or to learn to use tools to answer your own questions (e.g. Excel/SQL/Python)

Be someone that gets things done


Be able to put together a project plan and drive a team of people with different skills to produce tangible results.
Enjoy experimenting and iterating on different ways to solve a problem.

Zoom in and out


Willing to master the detail when you need to but also zoom out and have a view on how to shape the bigger picture.
Be able to do math on on your feet.
Enjoy switching in and out of business, clinical and social ways of thinking.

The following will be helpful, but are not essentialÅEÄ¶


A proven track record in either performing data driven analytical work or project managing complex initiatives.
Knowledge of health care, health economics, health policy, or",19 reviews,"New York, NY 10012 ",New York
Project Delivery Analyst,DEPARTMENT OF TRANSPORTATION,"***TO BE CONSIDERED FOR THIS POSITION, THE CANDIDATE MUST BE PERMAMANTLY SERVING IN THE ASSOCIATE STAFF ANALYST TITLE.**** The Performance and Asset Management unit seeks for the skillful analyst to support its project delivery analytical branch. New York City Department of Transportation (NYC DOT) oversees one of the most complex urban transportation networks in the world. NYC DOT manages 789 bridges and tunnels, 6,000 miles of streets and highways, over 12,000miles of sidewalks, installs and maintain over one million of street signs, 12,700 signalized intersections, over 315,000 street lights and 69 million liner feet of street marking. The Department also runs the Staten Island Ferry which serves 22 million people annually. NYC DOT promotes the use of sustainable modes of transportation such as bus lanes, bicycle lanes, public plazas, etc. In order to maintain this vast network. The Project Delivery Analyst will work closely with the Performance and Asset Management Director on developing project execution plans and schedules, monitor the project progress and update the schedule. The significant amount of NYC DOT projects funding comes from federal and state agencies. The Project Analyst will work with all project stakeholders ensuring the all the stakeholders requirements are upheld and projects are sufficiently funded. She/he will also work in conjunction with other City agencies such as New York City Department of Design and Construction (NYC DDC) ensuring that the project schedules are properly comprehended and monitored. Responsibilities will also include project milestone tracking and reporting to inform decision making executives on updated projects status, and other project ad-hoc reports and analysis.

Minimum Qual Requirements

1. A master?s degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) in economics, finance, accounting, business or public administration, human resources management, management science, operations research, organizational behavior, industrial psychology, statistics, personnel administration, labor relations, psychology, sociology, human resources development, political science, urban studies or a closely related field, and one year of satisfactory full-time professional experience in one or a combination of the following: working with the budget of a large public or private concern in budget administration, accounting, economic or financial administration, or fiscal or economic research; or in management or methods analysis, operations research, organizational research or program evaluation; or in personnel or public administration, recruitment, position classification, personnel relations, labor relations, employee benefits, staff development, employment program planning/administration, labor market research, economic planning, social services program planning/evaluation, or fiscal management; or in a related area; or 2. A baccalaureate degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) and three years of satisfactory full-time professional experience in the areas described in ?1"" above.

Preferred Skills

The ideal candidate will combine excellent communication, computer and critical thinking skills.

Additional Information

***TO BE CONSIDERED FOR THIS POSITION, THE CANDIDATE MUST BE PERMAMANTLY SERVING IN THE ASSOCIATE STAFF ANALYST TITLE.****

To Apply

All resumes are to be submitted electronically using one of the following methods: Current employees please log on into Employee Self Service at https://hrb.nycaps.nycnet follow the Careers Link and search for Job ID # 351774External applicants please go to www.nyc.gov/careers/search and search for the Job ID #: 351774No phone calls, faxes or personal inquiries permitted.Only applicants under consideration will be contacted.Most public libraries have computers available for use.Note: New hires must reside in NYC for the first two years of employment. Appointments are subject to OMB approval.For more information about DOT, visit us at: www.nyc.gov/dot.

Hours/Shift

Office Hours: 9AM - 5PM

Work Location

55 Water St Ny Ny

Residency Requirement

New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",896 reviews,"Manhattan, NY",New York
Research Analyst,Townsquare Media,"Townsquare Media is seeking a driven, analytical thinker with a strong research background to support our sales organization as a Research Analyst. Reporting to the SVP of Data Enabled Sales, this role will be responsible for coordinating, supporting and executing research requests, audience building and creating data insights. A well-rounded knowledge of syndicated research tools (Such as MRI, Comscore & Nielsen) as well as Data Management Platforms & digital research tools is a must. Additionally, comfort in brand research, persona-building and primary research is important. The Research Analyst position is a high-impact role that involves both analytics and client campaign support.

Responsibilities:

Work as part of a team responsible for delivering insights for our sales teams and advertising partners by using both proprietary and syndicated research tools.
Collaborate with local sales teams to ensure appropriate delivery of data / research in a simple, easy to understand yet also polished output.
Work with multiple teams across the enterprise, including local sales, national sales and programmatic sales.
Contribute to larger scale research projects for the company and the media industry.
Assist local market personnel with the use of research tools and platforms.
Development of audiences in data management platform for both targeting and analysis.
Assist in managing research requests prioritization queue.

REQUIREMENTS


BA/BS degree required
2+ years of media and research experience
Hands on experience using audience research tools (e.g. comScore, MRI, Nielsen, Scarborough, Google Analytics, Data Management Platforms).
Proficiency in Microsoft Excel, PowerPoint, and Word
Excellent communication skills.
Ability to work in a fast-paced, quickly evolving environment and juggle multiple projects and priorities with ease

About Us

Townsquare is a radio, digital media, entertainment and digital marketing solutions company principally focused on being the premier local advertising and marketing solutions platform in small and mid-sized markets across the U.S. Our assets include 320 radio stations and more than 330+ local websites in 67 U.S. markets, a digital marketing solutions company (Townsquare Interactive ( http://townsquareinteractive.com/ )), a proprietary digital programmatic advertising platform (Townsquare Ignite ( http://www.townsquareignite.com/ )) and approximately 200 live events with over one million attendees each year. Our brands include local media assets such as WYRK ( http://wyrk.com/ ), KLAQ ( http://klaq.com/ ), K2 ( http://k2radio.com/ ) and NJ101.5 ( http://nj1015.com/ ); iconic regional and national events such as the Taste of Country Music Festival ( http://tasteofcountryfestival.com/ ), WE Fest ( http://wefest.com/ ), Country Jam ( http://countryjam.com/ ), the Boise Music Festival ( http://boisemusicfestival.com/ ), the Red Dirt BBQ & Music Festival ( http://reddirtbbqfest.com/ )and Taste of Fort Collins ( https://tasteoffortcollins.com/ ); and leading tastemaker music and entertainment websites such as XXLmag.com ( http://www.xxlmag.com/ ), TasteofCountry.com ( http://tasteofcountry.com/ )and Loudwire.com ( http://loudwire.com/ ).

TOWNSQUARE MEDIA BROADCASTING, LLC MAINTAINS A DRUG-FREE WORKPLACE AND IS AN EQUAL EMPLOYMENT OPPORTUNITY EMPLOYER. APPLICANTS MUST BE ELIGIBLE TO WORK IN THE U.S.

Townsquare Media provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Townsquare Media complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. Townsquare Media expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of Townsquare MediaÅEÄÅEs employees to perform their job duties may result in discipline up to and including discharge.",152 reviews,"New York, NY",New York
"Instructor Recruiter, Data Science",DataCamp,"The days of learning data science by passively consuming video lectures are over. Real learning takes place when a student˚Ä˚s hands are on the keyboard, writing code, working with data, and solving problems. If you agree, keep reading!

ABOUT DATACAMP
--------------

DataCamp is building the future of data science education. Our students get real hands-on experience by completing self-paced, interactive data science courses from the best instructors in the world, right in the browser. In fact, millions of students around the world have completed over 90 million DataCamp exercises to date!

Behind every great DataCamp course are the passionate folks who built it. We decided early on that the best way for us to maximize value for our students is to build courses in partnership with top companies and experts in the data science community. That˚Ä˚s why our course library is packed with courses from companies like Continuum Analytics and RStudio and data scientists like Andy MÉ|ller (scikit-learn), Julia Silge (Stack Overflow), and Hadley Wickham (ggplot2, dplyr).

ABOUT THE ROLE
--------------

As our Instructor Recruiter, itÅEÄÅEs your responsibility to build a network of the best data science instructors in the world. Our instructors are subject matter experts with a passion for teaching, excellent communication skills, and a strong network of their own. If someone in the community fits this profile, itÅEÄÅEs your job to make sure they know who we are and why they should consider working with us. If their skills align with our current curriculum goals, youÅEÄÅEll invite them to apply for an instructor role, lead them through the application process, and assess their application alongside our Curriculum Project Managers. Once approved, youÅEÄÅEll also guide instructors through our contracting and onboarding processes.
",0 reviews,"New York, NY",New York
Data Marketing Intern,Feedvisor,"At Feedvisor, we˚Ä˚re just as proud of our products as we are of our people. We work hard to assemble the best teams in the industry to create, manage, and sell cloud-based Algorithmic Repricing and Revenue Intelligence tools that are shaping the future of e-commerce. Our New York office is growing rapidly, and we˚Ä˚re looking forward to starting a conversation with you.
Feedvisor is the only marketplace intelligence and dynamic pricing platform using artificial intelligence to help sellers decipher data and provide actionable insights to fuel sales growth and increase profit margin. We are a team of mathematicians, data scientists and commerce experts dedicated to make our clients the smartest sellers in the room.
Feedvisor˚Ä˚s technology makes a real and lasting impact on our customers˚Ä˚ businesses and we are looking for an experienced and passionate Marketing Intern for the Summer/Fall of 2018. This internship will expose you to a wide range of marketing but will focus on data and analytics.

Requirements:
Responsibilities:
Analyze datasets for insights into business critical metrics
Manage weekly reporting to enable the executive and marketing team in decision making
",0 reviews,"New York, NY",New York
Research Scientist (Multiple Postions),Montclair State University,"The Research on Youth Thriving & Evaluation Institute (RYTE) explores questions related to developmental science and program evaluation and planning from a systems science perspective. Post-doctoral Researcher/Research Scientist in RYTE come from a variety of departments and disciplines including education, health and nutrition sciences, family and child studies, and psychology.

The Research Scientist will conduct independent research as a member of the Institute for Research on Youth Thriving and Evaluation (RYTE) at Montclair State University in Montclair, NJ, under the supervision of co-Directors Dr. Jennifer Urban & Dr. Miriam Linver (http://www.montclair.edu/ryte-institute/). The Research Scientist will work primarily on the Boy Scouts of America (BSA) National Character Initiative Project (examining the training of adult volunteers, and the character outcomes for youth) and the existing Inspiring Purpose Grant.

PRINCIPAL DUTIES AND RESPONSIBILITIES:

The Research Scientist will take a lead in both the quantitative and qualitative research of the projects.
Specific responsibilities include, but are not limited to:
Lead an effort to develop quantitative and qualitative measures for assessing youth character
Manage a team of phone interviewers conducting interviews with youth and adults
Direct coding and analysis of participant interviews
Assist with quantitative survey analysis, with multiple waves of youth and adult data
Independently manage data and analysis of mixed-methods dataset
Present research findings at national meetings
Publish research findings in peer-reviewed journals
Conduct grant writing and report writing for funders and other external audiences
Qualifications & Requirements
The successful candidate will be a highly motivated individual able to work efficiently and productively in a fast-paced research environment. Candidates must have a Ph.D. or Ed.D. (or have ABD status and a scheduled date for their dissertation defense) in a social science field with a focus on human development, evaluation, or a related field (e.g., psychology, education, sociology, family science), as determined by the Principal Investigators. Candidates should be able to work independently on project goals, and lead the work of doctoral assistants and graduate assistants. Candidates should also have knowledge of research methods, qualitative data analysis, and quantitative data analysis. Candidates must also demonstrate enthusiasm for intellectual rigor and engagement; excellent writing ability and publication record; experience working in a team environment; an ability to work both independently and collaboratively; and excellent interpersonal skills.
Salary Range
Commensurate with experience.
Anticipated Start Date
Open until position is filled.
Send cover letter and resume to
(include vacancy # if above)
*When creating your profile, you will need to combine your resume and cover letter into one single document (PDF or MS Word).*

Apply here
Apply By
Review will begin immediately and continues until position is filled.",254 reviews,"Montclair, NJ",New York
