position,company,description,numreview,location,city
Upstream Process Development Scientist (all level),Compass Tech International,"Responsibility Play a critical role in upstream process development [cell line development and/OR cell culture (bioreactor)];Support processes transfer to GMP manufacturing site(s);Cross-functional interaction with project teams;Author technical reports;Represent the PD department in project team meetings;Q*ualification*Cell Line Development Profound knowledge in mammalian cell line development for therapeutic antibody expression. Extensive hands on experience in single-cell cloning (sorting/clone picking), clonality assessment, and clone characterization is required.Broad background and experience in molecular biology or/and genetics. Proficient skills in gene manipulation, subcloning, expression vector modifications, and clone screening using high though-put automation approaches.Familiar with regulatory guidelines related to MCB/WCB manufacturing and release. Experience in managing CMOs and CROs.Cell Culture (Bioreactor)Extensive hands on experience in the optimization of culture media and bioreactor process parameter for mammalian cell cultureFamiliar with single-use technologies and automation for high-throughput process developmentKnowledge of process optimization methods such as Design of Experiments (DOE) and complex problem-solving of science/engineering challengesBachelor, Masters, or Ph.D degree in biochemistry, chemical engineering, biotechnology, or related fields at least 2 years of therapeutically antibody development experience in biopharmaceutical environment.Knowledge in working at cGMP environment, ensuring compliant documentation, and transferring the processes to contract manufacturing sites.Ability to work effectively in a fast paced setting. Excellent interpersonal skills with the desire to work collaboratively and effectively in a team environment.Has strong communication skills including verbal, written, and scientific data presentation.Job Type: Full-time",5 reviews,"San Francisco Bay Area, CA",San Francisco
Data Architect,Metromile,"About us

Metromile is a start-up that is disrupting the $220 billion car insurance market by offering an entirely new model where the monthly bill is based on miles driven, paired with a smart driving app. Our product marries engineering and data science to deliver mobile technology, automotive telematics, and data-driven applications to make a car's data accessible and useful to modern drivers, including street sweeping alerts, trip stats, decoded check-engine lights, and car location. We aim to make car ownership as simple and affordable as it can be.

You could think of us as the David to the auto insurance industry's Goliath. Buckle up and get ready to drive with Metromile.

We're proud to say that Metromile has been named on Glassdoor's Best Place to Work in their 2018 Employees' Choice Awards list for the second year in a row!

About the role

Applying for car insurance involves answering a lot of confusing questions, so our team is working tirelessly to implement a shorter, cleaner, more user-friendly workflow. This new workflow will have a huge impact on our conversion rate, so you would have real impact on both our product and our bottom line.

As Data Architect, youÅEÄÅEll fulfill the role of both player and coach. YouÅEÄÅEll own the data engineering team, scaling and developing it as the company grows.

--------
You will
--------


Oversee our data engineers, providing technical oversight and mentoring
Help recruit for and grow our current team
Develop and promote data architecture best practices
Work closely with the larger engineering team to provide production ready systems
Lead the build out of a highly adaptable data architecture allowing our analysts and data scientists to build and iterate on new data sets quickly while optimizing our BI toolset to allow self-serve by business stakeholders
Collaborate closely with data product management to understand the organizationÅEÄÅEs data needs and build out meaningful data assets and tooling",7 reviews,"San Francisco, CA",San Francisco
Data Scientist,Jobspring Partners,"One of the leaders in the IoT space, located in downtown San Francisco, is looking to add a Data Scientist to their growing team! This person is going to be responsible for working closely with product and engineering teams to define and measure overall product performance. As a Data Science generalist you will be responsible for participating as an active member of the Data team responsible for improving the quality and availability of data for the rest of the company. This is a high visibility role within this small start-up allowing for an excellent opportunity to make a lasting impact at a growing company.

Required Skills & Experience

Fluency with Python and SQL

MS or higher in a quantitative field (CS, Math, etc.)

Experience working in product analytics using production data

Experience working with product team to evaluate performance

Experience using Hive, Redshift or Spark

Desired Skills & Experience

Experience building recommendation systems and models

Experience building and implementing AB testing models

What You Will Be Doing

Tech Breakdown

70% Python model building and recommendation system analysis

30% Data engineering responsibilities. Pipeline and data cleaning.

Daily Responsibilities

100% hands on development of recommendation models and product analytics. Working cross functionally with product and engineering teams to measure data and product performance

The Offer

Competitive Salary: Up to $190K/year, DOE

You will receive the following benefits:
Comprehensive health benefits

Meaningful equity

Commuter benefits

Generous Parental Leave

Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.

This position does not offer sponsorship.

Jobspring Partners, part of the Motion Recruitment network, provides IT Staffing Solutions (Contract, Contract-to-Hire, and Direct Hire) across 10 major North American markets. Our unique expertise in todayÅEÄÅEs highest demand tech skill sets, paired with our deep networks and knowledge of our local technology markets, results in an exemplary track",27 reviews,"San Francisco, CA",San Francisco
"Data Science Manager, Ads",Pinterest,"Pinterest is one of the fastest growing online advertising platforms and our success depends on mining data and insights that help us connect Pinners to highly relevant ads. Data scientists are deeply involved in driving decision making across all aspects of the product - from exploratory research to better understand our Pinners and Partners to building machine learning models that improve the quality of our Pinners and Partners experience. WeÅEÄÅEre looking for a data science manager to lead a team of talented data scientists. You'll partner closely with senior leadership across Engineering and Product to help shape the direction of PinterestÅEÄÅEs advertising product and business.

What you will do:

Lead a team of data scientists solving a variety of mathematical problems
Mentor and guide the professional and technical development of your team members by developing their careers and assigning them to projects tailored to their skill levels, personalities, work styles, and professional goals
Work with engineers and product managers to maintain a prioritized backlog of work and cr",12 reviews,"San Francisco, CA 94103",San Francisco
Marketing Data Scientist,Harnham,"Data Scientist - Marketing Analytics
San Francisco, CA
$130,000-$150,000

THE COMPANY
This emerging Direct to Consumer eCommerce brand is looking to add a Data Scientist (Marketing Analytics focused) to the team. You will be the first data science hire and will have the opportunity to drive the analytical strategy and roadmap of the company. This company is about 5 years old, and well-funded. They have seen great success through their direct-to consumer model and are ready to bring on a skilled data scientist to help continue that growth.

THE ROLE
Potential projects include building a LTV model, forecasting churn, A/B testing, customer acquisition/retention optimization, survey design and analysis, and development of key operational metrics. The role requires someone who is highly proficient in SQL, and has experience using either Python or R to build out predictive models focused on the LTV of their users.

What you'll do
Collaborate with operations, marketing, engineering, medical, and fulfillment teams to identify opportunity areas, translate them into structured analyses, and generate actionable insightsCreate complex models to measure the LTV of users.Build predictive models to better understand and forecast users behavior.Design A/B tests and analyze results to inform strategic decision makingMake conclusions from your analysis, present your results, and advocate for proposed next steps to key decision makers
ABOUT YOU5-7 years of demonstrated success in a role that required quantitative analysis, synthesizing insights, and using data to support strategic decisions.At least 4 years' experience using either Python or R to build out predictive models. You will need to be the expert on these models, and need to have experience building models to predict LTV and churn, etc.
Experience working in advanced analytics/data science for a B2C company, preferably within the eCommerce space.SQL expert. You will be the go to person to answer all things analytics, so you must be extremely comfortable working independently in SQL.Very solid understanding of statistics.Ideally you have worked as part of a large analytics team and understand advanced analytics best practices.Startup experience (you know what kind of hustle is takes working at a scrappy startup-and it excites you!) is a must.Ability to work cross functionally and support teams across marketing, sales, operations, etc.You are a data translator-you can take even the most complex algorithm and explain it clearly to a non-technical audience.Exposure to NLP is a huge plus!

BENEFITS:
Competitive Salary + benefits

HOW TO APPLY:
Please register your interest by sending your CV to Sonia Manssen via the Apply link on this page.

KEYWORDS:
Marketing Analytics | SQL | Statistics | Consumer Insights | Retail | eCommerce | Tableau | Analytics | B2C | Direct to Consumer | Lift Test | Attribution Modeling | Regression Modeling | R | SAS | Stata | Looker | a/b testing | Segmentation | Acquisition | Retention | Data Science | Python | R | LTV |",0 reviews,"San Francisco, CA",San Francisco
"Senior Data Scientist, Marketing",Instacart,"Instacart is building the best way for people anywhere in the world to shop for groceries. Since Instacart started in 2012, we˚Ä˚ve launched same-day delivery in 200 US markets. We are laser focused on delivering groceries from your favorite stores right to your door. We now cover over 60% of US households and aim to have 80% coverage by the end 2018˚Ä˚that's 90 million households! From a technology point of view, the platform is complex, rapidly scaling and processing millions of transactions in real-time all of the time. Our technology coupled with operational expertise enables Instacart to deliver fresh groceries in as little as an hour. This is a difficult problem to master and we are making it happen. Every day, we solve incredibly hard problems to create an experience for our customers that is absolutely magical.

What you˚Ä˚ll be doing:
As a data scientist on our rapidly growing data team, you will have the opportunity to make a large impact at Instacart. You will be embedded within our highly analytical marketing team. The team moves fast and is focused on one thing: getting more people to shop for groceries using Instacart . You will identify key metrics, design experimentation and incrementality tests, conduct deep and rigorous analysis, and deliver insights to the team for marketing scale and optimization. You will be a trusted partner in the team tackling the toughest and most impactful analytical problems while making the data accessible to your teammates. More details on what you˚Ä˚ll be doing:


Conduct quantitative research and analysis of our marketing strategy requiring complex data retrieval that results in actionable insights and recommendations
Identify key questions, problems, and KPIs using your sharp business acumen and judgment and past marketing analytics experiences
Design and analyze rigorous experiments and incrementality tests
Work daily with senior marketing leadership and a team of marketing professionals to discover and guide the most impactful marketing investments
Provide access to data through dashboards and other analytical tools to empower your team through self service. Look for opportunity to automate insights through alerting and anomaly detection
Develop and deliver on the marketing analytics roadmap
Build marketing analytical tools from scratch (like a customer LTV model, a budget optimization model and campaign effectiveness tools) that will enable marketing to acquire new users in the most efficient way

What you should already have:

Passion for, and track record of leveraging data for business impact in a multi-channel marketing environment (including ad servers, social networks, RTB platforms, and offline channels)
Thorough understanding of the digital marketing / ad tech ecosystem and the best practices for measurement in it
Ability to write complex and performant queries in your dialect of SQL to extract data from our Redshift ",471 reviews,"San Francisco, CA",San Francisco
Predictive Analytics - Senior Data Scientist,Kaiser Permanente,"The Predictive Analytics, Sr. DataScientistprovides support in making strategic data-related decisions by analyzing, manipulating, tracking, internally managing and reporting data. These positions function both as a consultant and as a high-level data analyst. The position works with clients to develop the right set of questions/hypotheses, using the appropriate tools/skills to derive the best information to address customer needs.

Preferred:
Statisticalmodeling(including use of panel data)and predictive modeling experience (including logistic regression, decisiontree, random forest, neural network, clustering analysis)

Extensive experience with Excel, SAS, R and/or SQL

Interest in statistical methods, root cause analysis

Degree in mathematics, statistics, economics, or related degree. Prefer Master's degree

Essential Functions
Lead several projects of moderate to complex nature w/ minimal. feedback / rework from manager/mentor of project.
Leads large project teams and/or high priority efforts to actionable, outcomes oriented results.
Proactively creates, teaches and checks work, which may include analysis, results, project outcomes, programming, etc. of less senior staff for reasonability and accuracy.
Contributes to dept infrastructure (e.g. training, recruiting, client relations)
Negotiates with others to achieve deliverables on time and within budget.
Identifies the right issues to be communicated, the appropriate audience, vehicle and time.
Defines and frames complex multidimensional issues and develops time tables/processes for decision making.
Translates needs, issues, and ideas into effective strategies and action plans.
Formulates specific implementation plans in partnership w/ constituent groups (internal and external, National and across Regions) and evaluates the effectiveness of actions/programs implemented.
Develops creative alternative solutions.
Recognizes opportunities by making a connection between seemingly unrelated information.","7,705 reviews","Oakland, CA",San Francisco
"Scientist, Fermentation",Zymergen,"Founded in 2013 and based in the San Francisco Bay Area, Zymergen is a technology company unlocking the power of biology. We deliver better economics for products made from biology that are used across industries, bring new products to market faster, and develop novel products. Our proprietary platform uses robots and machine learning to engineer microbes faster, more predictably, and to a level of performance previously unattainable. These microbes, and the products they produce, have broad applications across industries such as chemicals and materials, agriculture, and healthcare. For more information visit www.zymergen.com ( http://cts.businesswire.com/ct/CT?id=smartlink&url=http%3A%2F%2Fwww.zymergen.com%2F&esheet=51436625&newsitemid=20161010006215&lan=en-US&anchor=www.zymergen.com&index=1&md5=eadf9f7cb8a0bdbfa22eb7b2688a7e09 ).

1. Job Description and Specific Responsibilities

Zymergen is hiring a Scientist with experience in fermentation to advance bench-scale and microtiter-plate based fermentation within the company. The Scientist will identify areas of need and address them through developing new technologies or bringing outside technologies into the company.

Immediate responsibilities involve:

Scale-down of fermentation processes to microtiter-plate scale for a variety of microbes
Strain characterization at bench scale and microtiter-plate scale
Working with colleagues in Operations for ongoing troubleshooting and process improvements
Improving the quality of measurements made in plates and fermenters
Building automated solutions to improve fermentation operations workflows
Developing new high throughput plate-based assays to use across a variety of microbes
Internal and external technology transfer projects

The Fermentation team at Zymergen is essential for screening microbes in high throughput to identify those with improved performance and transferring technologies between Zymergen and our partner organizations. Scientists must bring creativity and perseverance across a variety of large and small projects that contribute to installing, validating, and improving the equipment and processes used by the operations team. The successful candidate will have the opportunity to shape the scientific environment and establish best practices within a growing company.

2. Qualifications and Experience

We favor candidates with formal training (PhD, MS, or equivalent) in chemical engineering or microbiology and several years of industry experience. We prefer candidates who are familiar with a variety of bench scale fermentation units and who have experience working with or alongside small scale (microtiter plates) and manufacturing scale fermentation processes. We look for candidates with a track record of developing and running highly accurate and precise fermentation processes for evaluating microbes.

We favor a Scientist with experience in some or all of the following areas:


Experience working with a variety of microbes, fermentation processes, and product types
Strong understanding of the connection between microbial physiology and process performance
Hands-on experience with bench-scale fermentation and/or plate-based culture methods
Familiarity with analytical chemistry/assay methods, automation systems, and LIMS
Strong data analysis skills, including the use of statistics (JMP or similar software) and control charts to monitor and analyze results

",4 reviews,"Emeryville, CA 94608",San Francisco
Data Analyst-DIS,Roche,"Data Analyst (RWD) is responsible for supporting the execution of data analysis to help demonstrate clinical and health economics value of diagnostics using electronic medical records, insurance claims and disease/patient registry data. The Analyst generates quantitative evidence on disease diagnosis and treatment from various data sources in partnership with Real-World Data science team to strengthen and support decision making by respective product life cycle teams, medical & scientific affairs, and market access groups. He/she maintains and expands knowledge of available data sources and applicable analysis methodologies and tools.

Responsibilities Include:
Executes RWD analytics solutions to support in successful development and commercialization and market access of diagnostics products.
Maintains and expands knowledge of available data sources and its application to the needs of life cycle teams, medical & scientific affairs, biomarker discovery, and market access groups.
Understands the needs of various stakeholders and offers real-world data analysis to suit their requirements.
Performs high quality, timely analyses using appropriate methodologies, tools and best practices.
Builds and maintains partnerships with other RWD Analysts, RWD Scientists and key stakeholders.
Responsible for delivery on assigned projects.
Proactively raises ideas and identify opportunities to enhance ways of working (including processes, methods, technology etc.) and shares best practices and lessons learned with peers.
Minimum Skills and Experience:
6+ years of relevant experience.
M.S. or advanced degree in Data Science related discipline (Epidemiology, Statistics, Computer Science).
Solid programming experience with R, SAS and/or other statistical software packages; programming experience with Python/Java is highly desirable.
Experience using large population level databases (Claims, EMR) is a must.
Experience in Diagnostic or Pharma Industry a plus.
Exposure to machine learning and big data analysis methods and platforms.
Strong statistical programming skills in R, Python or SAS .
In-depth Knowledge of relational database principles and corresponding basic query language skills (e.g. SQL).
Hands-on Experience using big data platforms such as Hadoop, Spark is a plus.
Familiarity with regulatory framework and guidelines for pharma/diagnostics products is desired.
Excellent communication skills; ability to negotiate successfully; strong influencing skills.
Strong problem solving skills and attention to detail. Embraces and endorses change.
Good knowledge of English in a business environment.
Roche is an equal opportunity employer.
Research & Development, Research & Development > Biometrics

Who we are
At Roche, 94,000 people across 100 countries are pushing back the frontiers of healthcare. Working together, weÅEÄÅEve become one of the worldÅEÄÅEs leading research-focused healthcare groups. Our success is built on innovation, curiosity and diversity.

Roche is an equal opportunity employer and strictly prohibits unlawful discrimination based upon an individualÅEÄÅEs race, color, religion, gender, sexual","1,578 reviews","Belmont, CA",San Francisco
Senior Data Scientist,GoPro,"About GoPro

GoPro makes it easy for people to celebrate and share experiences. We believe life is more meaningful when shared. We build cameras, software, and accessories that help the world share itself in immersive and exciting ways.

GoPro is a global movement whose business is driven by shared experiences. We celebrate diversity. We practice inclusion. We foster belonging. We demand equality. And we share the experiences of individuals and communities who also hold these values as core to who they are. From S√£o Paulo to Munich, Silicon Valley to Shenzhen, we are dedicated to building a company that reflects and honors the diverse global communities where we live, work, and play.

GoPro is seeking a highly motivated, top-tier candidate to take on the responsibilities of a Data Scientist for the Analytics Team. You will be a part of the Analytics Team, working closely with other Analysts across product and service verticals, and cross-functionally with Product and Business Stakeholders, including Data Engineering. Key responsibilities include but are not limited to identifying advanced analytic requirements and interfacing with Data Engineering to produce data sets to support advanced analytics. S/he will also own development and automation of key analytics reports and visualizations that support informed decision making.

Responsibilities


Lead business requirements and advanced analytics requirements gathering efforts, interfacing with Data Engineering, Analytics, and stakeholder teams
Build analytics data table infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS technologies
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency, and other business performance metrics
Apply Advanced Analytics/Data Science techniques to extract actionable insights from large datasets that support stakeholder decision making

Skills We˚Ä˚re Stoked About


Bachelor/Graduate degree in Analytics, Statistics, Engineering, Math, Economics, or Science
3+ years of Analytics and or Data Engineering experience
Data Engineering experience using Java, Scala, Python or similar programing language to produce analytic data pipelines and data sets
Experience with machine learning techniques and algorithms, like k-NN, NaÉove Bayes, SVM, Decision Forests, Clustering, Ensemble Methods, etc.
Experience using Python, R, SAS, SPSS or other statistical tools
Familiar with visualization libraries like Plotly, Seaborn, Bokeh, ggplot2, or similar
Strong SQL skills
Analytical thinker with a strong passion for data, visualizations, analysis, trends, and evangelizing data usage across various teams

GoPro Highlights


Fully-stocked kitchen with snacks galore
Live it. Eat it. Love it. ˚Ä˚ Two dedicated hours during your week to explore your passions and capture it with your GoPro.
Get your very own GoPro (Mounts and accessories included)
Discounted employee stock purchase plan (ESPP)
401(K) matching
Discretionary Time Off
12 weeks paid Parental Leave for new parents
Medical, dental, and vision insurance ÅEÄÅE premiums are 100% paid for employees, 80% paid for dependents
Life insurance and disability benefits
Employee commuter shuttles

GoPro is an Equal Opportunity Employer.",44 reviews,"San Mateo, CA 94402",San Francisco
Data and Policy Analyst - Statistical Programmer,Acumen LLC,"Acumen, LLC / The SPHERE Institute conduct public policy research and statistical analysis on health programs at the national, state, and local levels. We leverage our unparalleled data access to improve information available to policymakers, while our meritocratic environment offers rapid advancement and leadership opportunities. Our policy firms offer an exciting opportunity to work in health care topics.

At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts provide analytical support for research and consulting projects for government and private clients, primarily in the area of health policy. This position is responsible for managing and analyzing data, researching and interpreting policy, and communicating findings to multiple audiences.

Data and Policy Analysts perform a wide array of functions as part of the research process. Those applicants interested in focusing on statistical programming help create and report descriptive statistic, conduct econometric and statistical analyses of data using statistical software such as SAS and STATA, interpret study specifications, research findings, and quantitative analyses for relevant audiences, develop research files from large confidential datasets, and perform other duties as assigned.
Required Skills
As we review your materials, we are looking for candidates who best exemplify the following qualifications:

Qualifications Required:

BachelorÅEÄÅEs degree in a quantitative, public policy, or related field or equivalent relevant experience
Good quantitative analytical skills
Good oral and written communication skills
Good organizational skills and strong attention to detail
Familiar with one or more of the following technical competencies: statistics, programming, policy writing, research methods documentation, or project management
Able to demonstrate initiative, critical thinking, and problem-solving
Able to work in a team-oriented e",13 reviews,"Burlingame, CA 94010",San Francisco
Forensic Toxicologist,San Francisco Office of the Chief Medical Examiner,"** apply through the following link https://www.jobapscloud.com/SF/sup/bulpreview.asp?R1=PBT&R2=2456&R3=088715 INTRODUCTION: The San Francisco Office of the Chief Medical Examiner (SFOCME), a NAME- and ABFT-Accredited facility, is currently recruiting in Class 2456 Forensic Toxicologist located at the SFOCME˚Ä˚s Forensic Laboratory Division.*POSITION DESCRIPTION: *Working in the Forensic Laboratory Division of the Office of the Chief Medical Examiner under the supervision of the Forensic Toxicologist Supervisor and the direction of the Chief Forensic Toxicologist/Forensic Laboratory Director, the Forensic Toxicologist is a forensic-trained scientist who performs laboratory procedures following established protocols in the process of ensuring that all forensic specimens are processed and tested in a proficient, reliable and accurate manner. The Forensic Toxicologist utilizes existing or develops new extraction techniques and employs current instrumentation, including GC, GC-MS, GC-MS/MS, LC-MS/MS, and LC-QTOF/MS, to develop, optimize, validate and utilize analytical techniques for the accurate and timely detection and quantification of drugs and poisons in human fluids and tissues in medico-legal cases under the jurisdiction of the Division. The Forensic Toxicologist performs forensic evaluations of evidentiary items including the identification, confirmation and quantitation of poisons, drugs and other chemicals in forensic specimens recovered as evidence during the investigation of medicolegal cases by various law enforcement agencies; processes specimens submitted for medicolegal diagnostic purposes, scientifically examines and evaluates the nature, origin and significance of physical evidence; records findings; interprets data; prepares technical laboratory records and reports of results of tests and examinations; testifies in courtroom proceedings and performs related duties as required. Incumbents are responsible for the accurate interpretation and recording of results from complex forensic laboratory analyses, for ensuring that data generated conforms to the Division˚Ä˚s quality assurance program, conforms to quality control specifications and for maintaining the carefully controlled legal chain of custody requirements. Nature of work involves continuous exposure to health hazards and disagreeable elements.MINIMUM QUALIFICATIONSEDUCATION: Possession of a Bachelor˚Ä˚s degree from an accredited college or university in a life science or physical science with 16 semester hours in general and organic chemistry courses, a statistics course, and two (2) analytical and/or interpretive courses in forensic toxicology, pharmacology and chemistry.LICENSE AND CERTIFICATION: Possession of a valid California Driver License; AND Possession of or eligibility for certification by the State of California Department of Public Health as a Title 17 Forensic Alcohol Analyst (certification must be obtained before the end of the probation period and maintained as a condition of employment); ANDPossession of certification by the American Board of Forensic Toxicology obtained within five (5) years of hire.SPECIAL REQUIREMENTS: Nature of duties may require sustained physical effort involving manual skill, dexterity, hand/eye coordination, and the ability to lift and carry equipment and supplies up to 50 lbs. Requires close mental attention and concentration for long periods when conducting various tests and the technical skill and ability to make accurate observations and determinations and prepare related reports of findings. Work environment may entail exposure to biohazards and potentially toxic chemicals, specimens from infectious and decomposed cases and/or persons who have died of drug or chemical poisoning; unpleasant odors or conditions; and exposure to disagreeable elements or situations inherent in this specialized field. This work requires compliance with department poli",0 reviews,"San Francisco, CA",San Francisco
International Research Analyst,Mathematica Policy Research,"Position Description:

Mathematica seeks skilled research analysts to join its rapidly growing international development research division. We welcome candidates who are passionate about conducting high-quality research to inform policy and programmatic decision-making in developing countries. Candidates should thrive in a collaborative environment that emphasizes quality, analytical rigor, and critical thinking. This role is ideal for individuals with strong research skills, a passion for international development, and an interest in using data and evidence to drive change. We are especially interested in candidates with research experience in developing countries who are fluent in French and/or Portuguese.
Key Responsibilities
Work on interdisciplinary, cross-office research teams to design and implement evaluations using a mix of quantitative and qualitative methods
Conduct literature reviews and background research to inform evaluation design, guide instrumentation, and help interpret research findings
Contribute to the development of survey instruments, focus group discussion guides, and in-depth interview guides for a variety of stakeholders
Support and oversee local partners conducting quantitative and qualitative data collection (participate in enumerator training, observe data collection, and support other quality assurance efforts)
Analyze quantitative and qualitative data and prepare public use data sets
Help communicate results to a range of audiences through reports, policy briefs, meetings, presentations, and other media
Conduct project management including analyzing project budgets, tracking spending, managing timelines, and reporting to funders

Position Requirements:

Master˚Ä˚s degree in public policy, international development, economics, statistics, public health, or a related field
Experience working in a developing country, ideally conducting data collection or other field-based research
Excellent qualitative and/or quantitative analytical skills and a strong understanding of high-quality research methods
Superlative written communication skills, and the ability to convey complex research results to non-academic audiences
Excellent oral communication skills, including an ability to collaborate in a poised and professional manner with clients, implementing partners, consultants, and other external stakeholders
Experience with one or more of the sectors in which Mathematica conducts research, including education, health, nutrition, food and agriculture, infrastructure, energy, climate, financial protection, democracy and governance, and water, sanitation, and hygiene
Proven ability to work on teams to deliver high-quality products while meeting deadlines and managing multiple competing priorities
Willingness to travel to and work in developing countries (up to 30% time)
Fluency in French or Portuguese strongly preferred

About us

Established in 1968, Mathematica is a non-partisan research firm that brings evidence to bear on pressing policy questions and social challenges. Working across sectors and regions, we help our partners to develop, measure, evaluate, and scale policies and programs to maximize impact and improve the lives of millions across the globe. Our social mission and commitment to quality and innovation drives us to develop highly tailored approaches that draw on the best available methods, tools, and technology to meet our partnersÅEÄÅE learning and decision-making needs. Today, our 1,200 employees are helping government agencies, donors, foundations, and a range of non-governmental and private sector organizations make a difference in countries across the globe. We have worked in over 50 countries, including in Africa, Asia, Europe, and Latin America and the Caribbean.

For more information on MathematicaÅEÄÅEs international development work, go to https://cipre.mathematica-mpr.com/

At Mathematica, we believe that leveraging the diversity in our backgrounds and identities strengthens the company and helps us effectively advise our clients as they serve diverse populations. We offer our employees competitive salaries and a comprehensive benefits package, as well as the advantages of employee ownership.

Applicants must submit: a cover letter, resu",68 reviews,"Oakland, CA 94612",San Francisco
Senior Data Scientist,Color Genomics,"Color [http://color.com/mission] believes that everyone deserves access to high-quality information they can use to improve and maintain their health. We are transforming how clinical-grade genetic testing is done by removing financial, educational, and geographic barriers. Our goal is to expand physician-supported access to genetic testing to help every person, everywhere understand their risk for hereditary disorders.

As Color grows and accumulates a unique corpus of genotypic/phenotypic data, we have an opportunity for a senior data scientist to join the team and pioneer new ideas/methods on our data platform. You˚Ä˚ll have the chance to drive improvements across the company in product, genomics, growth, and laboratory operations. Today, our data science team tackles a range of challenges - helping Color reach a broader market, developing data-driven insights that guide our product roadmap, applying state-of-art methods in genomics to improve our assay and offerings, and using machine learning to drive operational efficiency in our state-of-the-art next generation sequencing laboratory.

You will:

Contribute high-impact tactical analysis that helps shape our future direction
Apply and pioneer novel methods in population-level genomic data analysis
Partner closely with engineering, product, laboratory, and business colleagues to build a data-driven culture across the company

Projects you might tackle include:

Utilizing machine learning and statistics to derive novel insights from large amounts of genetic data and help design future products
Laboratory and process optimization to reduce turnaround time and lower costs, including partnering with our laboratory scientists to optimize assay design as we expand our report offering
Analytics across our business channels (consumer, provider, employer, research) to help us understand our users and key challenges
Designing experiments to improve our lab operations and product experience
Working with engineering to build infrastructure for data science and modeling

You might be a good fit if:

YouÅEÄÅEre passionate about using software and technology to help save lives and prevent catastrophic disease. You want to apply your skills in the service of a greater mission.
You're well-versed in the tools of the modern data science trade: SQL, Python, Tableau, R, cloud-based analytics with systems like GoogleÅEÄÅEs BigQuery. You have significant experience working with large datasets.
YouÅEÄÅEre a fast learner who's excited to dive into solving interesting problems in genetics and healthcare (or perhaps you already know a thing or two about these fields!)
You have solid programming skills, good familiarity with Python and Git
You have a MS or PhD in a quantitative or computational field. You have deep, working familiarity with core statistical m",0 reviews,"Burlingame, CA",San Francisco
"Research Associate, Assay Development for Infectious Diseases",Chan Zuckerberg Biohub,"The Chan Zuckerberg Biohub (the ""CZ Biohub˚Ä˚) is a newly formed, well-funded, non-profit, life science research institute located in the Mission Bay neighborhood of San Francisco, California. We are committed to solving some of the world˚Ä˚s biggest problems together: we seek to help cure, prevent or manage all human diseases in our children˚Ä˚s lifetime. We find and invest in the best and brightest scientists and engineers and we seek to create an environment of true and free-flowing collaboration. We provide the best technologies and tools available ˚Ä˚ and when they don˚Ä˚t exist yet, we build them.
We are seeking an outstanding Research Associate to join our Infectious Disease team to build and test novel technologies. We are focused on addressing the global problem of antibiotic resistance by creating methods to rapidly detect pathogenic bacteria and relevant drug resistance genes in a clinical setting. The unique position of the Chan Zuckerberg Biohub at the intersection of academic research and the nonprofit sector, plus the proximity of collaborators at the UCSF and Stanford hospitals, makes this an ideal place for such an endeavor.
The candidate will work on pilot experiments testing out new technologies early in the development stage. Techniques employed will include nucleic acid extraction, next generation sequencing (NGS), mass spec (MS), and data analysis using basic computational tools. The ideal candidate will be capable of experimental design, execution, troubleshooting and data analysis. Experience with mass spec (either protein, nucleic acid or small molecule) is preferred but not required.

Specific responsibilities will include:

Extracting nucleic acid from a variety of sample types
Running established NGS protocols and testing variations and improvements on these protocols
Developing and testing new protocols using NGS, MS and other techniques
Working with liquid handling robots and other automated lab equipment
Careful and precise tracking of all samples and experimental techniques using an electronic lab notebook
Performing basic bioinformatic analysis using tools run on the Unix command line
Presenting results at regular meetings
Working closely with a smal",0 reviews,"San Francisco, CA",San Francisco
